filename,title,speaker,recorded_date
kowakare_furuya.mp3,子別れ,古谷要平,昭和51年7月11日
watashiba_sugita.mp3,保存版「渡し場」三味線なし,杉田芳春,平成8年頃
togo-kowakare_haruji.mp3,当吾 子別れ(DVD),島崎治二,平成23年3月
jinbei-watashiba.mp3,甚兵衛 渡場の段(DVD),杉田芳春,平成23年3月
sanbasou_20260307.mp3,三番叟,なし,令和8年3月7日
jinbei-watashiba_20260307.mp3,東山桜草紙 甚兵衛 渡場の段,島崎治二,令和8年3月7日
kowakare_20260307.mp3,東山朝倉草紙 当吾 子別れの段,吉野俊夫,令和8年3月7日
